id,name,team,position,rating,match,match_id,match_date,home_away,ERA,top_stats_FotMob rating,top_stats_Minutes played,top_stats_Saves,top_stats_Goals conceded,top_stats_Goals prevented,top_stats_Accurate passes_value,top_stats_Accurate passes_total,top_stats_Accurate long balls_value,top_stats_Accurate long balls_total,top_stats_Diving save,top_stats_Saves inside box,top_stats_Acted as sweeper,top_stats_Punches,top_stats_Throws,top_stats_High claim,top_stats_Recoveries,top_stats_Touches,top_stats_Goals,top_stats_Assists,top_stats_Total shots,top_stats_Shotmap,top_stats_Chances created,attack_Blocked shots,attack_Touches,attack_Successful dribbles_value,attack_Successful dribbles_total,attack_Passes into final third,attack_Accurate crosses_value,attack_Accurate crosses_total,attack_Accurate long balls_value,attack_Accurate long balls_total,attack_Dispossessed,defense_Tackles won_value,defense_Tackles won_total,defense_Clearances,defense_Headed clearance,defense_Interceptions,defense_Defensive actions,defense_Recoveries,defense_Dribbled past,duels_Duels won,duels_Duels lost,duels_Ground duels won_value,duels_Ground duels won_total,duels_Aerial duels won_value,duels_Aerial duels won_total,duels_Was fouled,duels_Fouls committed,attack_Shot accuracy_value,attack_Shot accuracy_total,attack_Big chances missed,attack_Offsides,attack_Corners,defense_Tackles won,defense_Blocks,attack_Touches in opposition box,top_stats_Missed penalty,top_stats_Penalties won,defense_Last man tackle,defense_Clearance off the line,top_stats_Error led to goal,top_stats_xGOT faced,top_stats_Expected goals (xG),top_stats_Expected goals on target (xGOT),top_stats_Expected assists (xA),top_stats_xG + xA,attack_xG Non-penalty,top_stats_Conceded penalty
643533,Davinson Sánchez,8258,Defender,6.5,"Colombia-vs-Uruguay_Thu, Oct 12, 2023, 20:30 UTC",4196495,2023-10-12,home,During Lorenzo,6.47,90.0,,,,36.0,44.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,,55.0,,,5.0,,,5.0,10.0,0.0,0.0,1.0,4.0,2.0,,7.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,
279016,Frank Fabra,8258,Defender,6.3,"Colombia-vs-Uruguay_Thu, Oct 12, 2023, 20:30 UTC",4196495,2023-10-12,home,During Lorenzo,6.27,90.0,,,,19.0,25.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,45.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,,,1.0,1.0,,3.0,3.0,,2.0,4.0,2.0,4.0,0.0,2.0,1.0,1.0,,,,,,0.0,1.0,,,,,,,,,,,,,
320618,Mateus Uribe,8258,Midfielder,7.9,"Colombia-vs-Uruguay_Thu, Oct 12, 2023, 20:30 UTC",4196495,2023-10-12,home,During Lorenzo,7.91,67.0,,,,23.0,26.0,,,,,,,,,,,1.0,0.0,2.0,True,0.0,,36.0,2.0,2.0,,,,0.0,1.0,1.0,0.0,1.0,,,,1.0,7.0,1.0,5.0,2.0,4.0,6.0,1.0,1.0,1.0,,1.0,2.0,,,,,,2.0,,,,,,,,,,,,
431323,Wilmar Barrios,8258,Midfielder,6.9,"Colombia-vs-Uruguay_Thu, Oct 12, 2023, 20:30 UTC",4196495,2023-10-12,home,During Lorenzo,6.92,90.0,,,,17.0,22.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,33.0,1.0,1.0,3.0,,,0.0,1.0,0.0,0.0,1.0,2.0,1.0,,5.0,5.0,1.0,4.0,4.0,3.0,6.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
1023030,Jhon Arias,8258,Midfielder,7.4,"Colombia-vs-Uruguay_Thu, Oct 12, 2023, 20:30 UTC",4196495,2023-10-12,home,During Lorenzo,7.4,89.0,,,,30.0,37.0,,,,,,,,,,,0.0,0.0,1.0,True,2.0,,48.0,3.0,3.0,6.0,,,1.0,2.0,1.0,0.0,1.0,,,,3.0,4.0,1.0,4.0,4.0,4.0,8.0,0.0,0.0,,2.0,0.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,
164684,James Rodriguez,8258,Attacker,8.9,"Colombia-vs-Uruguay_Thu, Oct 12, 2023, 20:30 UTC",4196495,2023-10-12,home,During Lorenzo,8.89,81.0,,,,41.0,48.0,,,,,,,,,,,1.0,1.0,4.0,True,5.0,1.0,61.0,,,7.0,1.0,4.0,4.0,5.0,0.0,,,,,,5.0,6.0,1.0,2.0,5.0,2.0,7.0,0.0,0.0,2.0,5.0,1.0,3.0,,,3.0,0.0,,4.0,,,,,,,,,,,,
533775,Rafael Santos Borre,8258,Attacker,6.5,"Colombia-vs-Uruguay_Thu, Oct 12, 2023, 20:30 UTC",4196495,2023-10-12,home,During Lorenzo,6.5,80.0,,,,28.0,34.0,,,,,,,,,,,0.0,0.0,1.0,True,2.0,,47.0,0.0,1.0,,0.0,1.0,1.0,2.0,2.0,,,2.0,1.0,1.0,4.0,5.0,4.0,,9.0,0.0,8.0,0.0,1.0,,1.0,1.0,1.0,1.0,,,0.0,,7.0,,,,,,,,,,,,
860914,Luis Diaz,8258,Attacker,6.6,"Colombia-vs-Uruguay_Thu, Oct 12, 2023, 20:30 UTC",4196495,2023-10-12,home,During Lorenzo,6.57,90.0,,,,19.0,23.0,,,,,,,,,,,0.0,0.0,4.0,True,1.0,3.0,41.0,2.0,4.0,1.0,,,1.0,1.0,2.0,1.0,1.0,,,,2.0,4.0,2.0,5.0,10.0,4.0,11.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,,,,,5.0,,,,,,,,,,,,
533775,Rafael Santos Borre,8258,Attacker,6.2,"Ecuador-vs-Colombia_Tue, Oct 17, 2023, 23:30 UTC",4196530,2023-10-17,away,During Lorenzo,6.16,75.0,,,,13.0,15.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,1.0,21.0,,,1.0,,,1.0,1.0,0.0,1.0,1.0,,,,2.0,2.0,,1.0,5.0,1.0,2.0,0.0,4.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,
860914,Luis Diaz,8258,Midfielder,5.3,"Ecuador-vs-Colombia_Tue, Oct 17, 2023, 23:30 UTC",4196530,2023-10-17,away,During Lorenzo,5.34,90.0,,,,24.0,28.0,,,,,,,,,,,0.0,0.0,3.0,True,0.0,2.0,50.0,0.0,6.0,6.0,0.0,1.0,1.0,1.0,2.0,,,,,,2.0,7.0,,2.0,14.0,2.0,12.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,,0.0,,4.0,1.0,,,,,,,,,,,
164684,James Rodriguez,8258,Midfielder,7.1,"Ecuador-vs-Colombia_Tue, Oct 17, 2023, 23:30 UTC",4196530,2023-10-17,away,During Lorenzo,7.07,90.0,,,,43.0,49.0,,,,,,,,,,,0.0,0.0,1.0,True,2.0,,67.0,,,6.0,2.0,6.0,,,3.0,1.0,2.0,,,,2.0,6.0,,4.0,3.0,3.0,6.0,1.0,1.0,1.0,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,
1023030,Jhon Arias,8258,Midfielder,7.9,"Ecuador-vs-Colombia_Tue, Oct 17, 2023, 23:30 UTC",4196530,2023-10-17,away,During Lorenzo,7.85,90.0,,,,32.0,37.0,,,,,,,,,,,0.0,0.0,1.0,True,2.0,,58.0,0.0,2.0,3.0,3.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,,,3.0,8.0,,5.0,4.0,4.0,7.0,1.0,2.0,3.0,1.0,1.0,1.0,,1.0,3.0,,,1.0,,1.0,,,,,,,,,,
1434853,Kevin Castano,8258,Midfielder,7.3,"Ecuador-vs-Colombia_Tue, Oct 17, 2023, 23:30 UTC",4196530,2023-10-17,away,During Lorenzo,7.34,88.0,,,,34.0,38.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,49.0,,,1.0,,,0.0,2.0,0.0,1.0,4.0,,,,4.0,7.0,1.0,5.0,1.0,5.0,6.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
320618,Mateus Uribe,8258,Midfielder,7.0,"Ecuador-vs-Colombia_Tue, Oct 17, 2023, 23:30 UTC",4196530,2023-10-17,away,During Lorenzo,6.96,75.0,,,,28.0,34.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,46.0,1.0,1.0,4.0,,,1.0,2.0,1.0,,,3.0,2.0,,6.0,5.0,2.0,7.0,7.0,4.0,10.0,3.0,4.0,3.0,3.0,,,,,,0.0,,,,,,,,,,,,,,
578756,Deiver Machado,8258,Defender,6.7,"Ecuador-vs-Colombia_Tue, Oct 17, 2023, 23:30 UTC",4196530,2023-10-17,away,During Lorenzo,6.74,90.0,,,,15.0,17.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,41.0,,,2.0,0.0,3.0,1.0,1.0,0.0,,,1.0,,2.0,4.0,3.0,1.0,3.0,4.0,3.0,5.0,0.0,2.0,3.0,1.0,,,,,,0.0,,,,,,,,,,,,,,
643533,Davinson Sánchez,8258,Defender,7.2,"Ecuador-vs-Colombia_Tue, Oct 17, 2023, 23:30 UTC",4196530,2023-10-17,away,During Lorenzo,7.16,90.0,,,,18.0,27.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,1.0,40.0,,,5.0,,,2.0,4.0,0.0,0.0,1.0,6.0,3.0,,8.0,4.0,,7.0,1.0,2.0,3.0,5.0,5.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,
834032,Carlos Cuesta,8258,Defender,7.1,"Ecuador-vs-Colombia_Tue, Oct 17, 2023, 23:30 UTC",4196530,2023-10-17,away,During Lorenzo,7.1,90.0,,,,20.0,26.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,37.0,,,3.0,,,2.0,5.0,0.0,,,3.0,1.0,2.0,8.0,5.0,,2.0,2.0,0.0,2.0,2.0,2.0,,2.0,,,,,,0.0,1.0,2.0,,,,,,,,,,,,
1200657,Yerson Mosquera,8258,Defender,6.6,"Ecuador-vs-Colombia_Tue, Oct 17, 2023, 23:30 UTC",4196530,2023-10-17,away,During Lorenzo,6.58,86.0,,,,15.0,21.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,,36.0,,,5.0,,,1.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,,2.0,6.0,1.0,4.0,1.0,4.0,,3.0,0.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,
498457,Alvaro Montero,8258,Keeper,7.1,"Ecuador-vs-Colombia_Tue, Oct 17, 2023, 23:30 UTC",4196530,2023-10-17,away,During Lorenzo,7.13,90.0,3.0,0.0,0.0,6.0,23.0,2.0,19.0,0.0,2.0,0.0,1.0,3.0,1.0,4.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50207,Camilo Vargas,8258,Keeper,6.9,"Colombia-vs-Brazil_Fri, Nov 17, 2023, 00:00 UTC",4196531,2023-11-17,home,During Lorenzo,6.88,90.0,2.0,1.0,0.0,18.0,23.0,6.0,11.0,2.0,0.0,0.0,0.0,5.0,0.0,8.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859282,Daniel Munoz,8258,Defender,7.6,"Colombia-vs-Brazil_Fri, Nov 17, 2023, 00:00 UTC",4196531,2023-11-17,home,During Lorenzo,7.61,90.0,,,,30.0,32.0,,,,,,,,,,,0.0,0.0,0.0,,2.0,,53.0,1.0,1.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,,1.0,7.0,5.0,,4.0,3.0,4.0,6.0,0.0,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,
643533,Davinson Sánchez,8258,Defender,7.4,"Colombia-vs-Brazil_Fri, Nov 17, 2023, 00:00 UTC",4196531,2023-11-17,home,During Lorenzo,7.37,90.0,,,,32.0,34.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,42.0,,,5.0,,,3.0,5.0,0.0,2.0,3.0,2.0,1.0,,8.0,3.0,1.0,3.0,4.0,3.0,6.0,0.0,1.0,,3.0,,,,,,,,,,,1.0,,,,,,,,,
860913,Jhon Lucumi,8258,Defender,6.8,"Colombia-vs-Brazil_Fri, Nov 17, 2023, 00:00 UTC",4196531,2023-11-17,home,During Lorenzo,6.83,90.0,,,,26.0,29.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,37.0,,,,,,2.0,3.0,1.0,,,3.0,2.0,2.0,6.0,3.0,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,
578756,Deiver Machado,8258,Defender,6.2,"Colombia-vs-Brazil_Fri, Nov 17, 2023, 00:00 UTC",4196531,2023-11-17,home,During Lorenzo,6.24,45.0,,,,12.0,14.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,26.0,0.0,1.0,,0.0,1.0,,,1.0,1.0,1.0,,,1.0,4.0,1.0,1.0,1.0,5.0,1.0,6.0,0.0,0.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,
1434853,Kevin Castano,8258,Midfielder,7.5,"Colombia-vs-Brazil_Fri, Nov 17, 2023, 00:00 UTC",4196531,2023-11-17,home,During Lorenzo,7.53,83.0,,,,38.0,39.0,,,,,,,,,,,0.0,0.0,2.0,True,1.0,,55.0,0.0,1.0,9.0,,,3.0,3.0,1.0,2.0,3.0,,,1.0,5.0,7.0,1.0,5.0,4.0,5.0,9.0,0.0,0.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
784834,Jorge Carrascal,8258,Midfielder,7.2,"Colombia-vs-Brazil_Fri, Nov 17, 2023, 00:00 UTC",4196531,2023-11-17,home,During Lorenzo,7.2,74.0,,,,29.0,35.0,,,,,,,,,,,0.0,0.0,3.0,True,1.0,1.0,54.0,0.0,1.0,7.0,0.0,1.0,1.0,4.0,1.0,2.0,3.0,,,1.0,7.0,3.0,,6.0,5.0,6.0,11.0,0.0,0.0,3.0,3.0,2.0,2.0,,,1.0,,,5.0,,,,,,,,,,,,
320618,Mateus Uribe,8258,Midfielder,6.6,"Colombia-vs-Brazil_Fri, Nov 17, 2023, 00:00 UTC",4196531,2023-11-17,home,During Lorenzo,6.59,45.0,,,,15.0,19.0,,,,,,,,,,,0.0,0.0,2.0,True,0.0,,28.0,0.0,1.0,4.0,,,1.0,2.0,0.0,1.0,1.0,,,2.0,3.0,1.0,,1.0,2.0,1.0,2.0,0.0,1.0,,,1.0,2.0,,,,,,2.0,,,,,,,,,,,,
164684,James Rodriguez,8258,Midfielder,7.8,"Colombia-vs-Brazil_Fri, Nov 17, 2023, 00:00 UTC",4196531,2023-11-17,home,During Lorenzo,7.76,90.0,,,,45.0,48.0,,,,,,,,,,,0.0,1.0,2.0,True,4.0,,71.0,0.0,5.0,6.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,,,,3.0,3.0,2.0,2.0,9.0,2.0,11.0,0.0,0.0,1.0,2.0,0.0,2.0,,,2.0,,,3.0,,,,,,,,,,,,
860914,Luis Diaz,8258,Midfielder,9.2,"Colombia-vs-Brazil_Fri, Nov 17, 2023, 00:00 UTC",4196531,2023-11-17,home,During Lorenzo,9.24,90.0,,,,19.0,21.0,,,,,,,,,,,2.0,0.0,10.0,True,5.0,2.0,50.0,2.0,5.0,,0.0,1.0,1.0,1.0,2.0,,,,,,1.0,3.0,1.0,5.0,8.0,3.0,10.0,2.0,3.0,1.0,1.0,4.0,8.0,,1.0,,0.0,,15.0,,,,,,,,,,,,
533775,Rafael Santos Borre,8258,Attacker,6.6,"Colombia-vs-Brazil_Fri, Nov 17, 2023, 00:00 UTC",4196531,2023-11-17,home,During Lorenzo,6.61,68.0,,,,5.0,7.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,9.0,,,,,,1.0,1.0,0.0,2.0,2.0,,,,2.0,2.0,1.0,2.0,3.0,2.0,3.0,0.0,2.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,
533775,Rafael Santos Borre,8258,Attacker,7.8,"Paraguay-vs-Colombia_Tue, Nov 21, 2023, 23:00 UTC",4196539,2023-11-21,away,During Lorenzo,7.75,74.0,,,,15.0,15.0,,,,,,,,,,,1.0,0.0,4.0,True,0.0,,26.0,,,,0.0,1.0,,,0.0,1.0,1.0,3.0,1.0,,6.0,2.0,1.0,3.0,9.0,2.0,5.0,1.0,7.0,1.0,2.0,1.0,4.0,1.0,,,,,4.0,,,,,,,,,,,,
860914,Luis Diaz,8258,Midfielder,6.9,"Paraguay-vs-Colombia_Tue, Nov 21, 2023, 23:00 UTC",4196539,2023-11-21,away,During Lorenzo,6.89,81.0,,,,31.0,34.0,,,,,,,,,,,0.0,0.0,2.0,True,0.0,,51.0,3.0,6.0,,0.0,1.0,1.0,2.0,0.0,,,,,,1.0,2.0,,4.0,6.0,4.0,8.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,,,0.0,,7.0,,,,,,,,,,,,
164684,James Rodriguez,8258,Midfielder,7.7,"Paraguay-vs-Colombia_Tue, Nov 21, 2023, 23:00 UTC",4196539,2023-11-21,away,During Lorenzo,7.74,74.0,,,,49.0,57.0,,,,,,,,,,,0.0,0.0,2.0,True,3.0,,73.0,0.0,1.0,12.0,2.0,4.0,7.0,7.0,1.0,,,,,,1.0,6.0,,2.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,1.0,2.0,,,2.0,0.0,,1.0,,,,,,,,,,,,
1023030,Jhon Arias,8258,Midfielder,7.1,"Paraguay-vs-Colombia_Tue, Nov 21, 2023, 23:00 UTC",4196539,2023-11-21,away,During Lorenzo,7.09,90.0,,,,49.0,57.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,72.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0,,,,4.0,4.0,1.0,4.0,5.0,3.0,7.0,1.0,2.0,,2.0,,,,,1.0,,,3.0,,,,,,,,,,,,
1434853,Kevin Castano,8258,Midfielder,7.9,"Paraguay-vs-Colombia_Tue, Nov 21, 2023, 23:00 UTC",4196539,2023-11-21,away,During Lorenzo,7.92,81.0,,,,50.0,52.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,,69.0,,,9.0,,,0.0,1.0,2.0,2.0,3.0,1.0,,4.0,8.0,9.0,,5.0,2.0,4.0,6.0,1.0,1.0,1.0,,0.0,1.0,,,,,,2.0,,,,,,,,,,,,
466672,Jefferson Lerma,8258,Midfielder,7.8,"Paraguay-vs-Colombia_Tue, Nov 21, 2023, 23:00 UTC",4196539,2023-11-21,away,During Lorenzo,7.81,90.0,,,,44.0,57.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,74.0,1.0,1.0,7.0,,,4.0,8.0,0.0,1.0,2.0,3.0,2.0,,8.0,8.0,1.0,7.0,5.0,3.0,6.0,4.0,6.0,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,
683964,Cristian Borja,8258,Defender,7.8,"Paraguay-vs-Colombia_Tue, Nov 21, 2023, 23:00 UTC",4196539,2023-11-21,away,During Lorenzo,7.83,89.0,,,,30.0,35.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,66.0,2.0,2.0,7.0,1.0,3.0,1.0,4.0,0.0,3.0,3.0,3.0,3.0,,9.0,4.0,,8.0,3.0,6.0,8.0,2.0,3.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,
860913,Jhon Lucumi,8258,Defender,7.1,"Paraguay-vs-Colombia_Tue, Nov 21, 2023, 23:00 UTC",4196539,2023-11-21,away,During Lorenzo,7.13,90.0,,,,28.0,34.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,39.0,,,1.0,,,2.0,7.0,1.0,,,2.0,2.0,,3.0,3.0,1.0,,3.0,0.0,2.0,0.0,1.0,,,,,,,,0.0,1.0,,,,,1.0,,,,,,,,
496042,Yerry Mina,8258,Defender,7.6,"Paraguay-vs-Colombia_Tue, Nov 21, 2023, 23:00 UTC",4196539,2023-11-21,away,During Lorenzo,7.58,90.0,,,,31.0,38.0,,,,,,,,,,,0.0,0.0,2.0,True,0.0,,53.0,1.0,1.0,2.0,,,2.0,6.0,1.0,1.0,1.0,8.0,5.0,,12.0,3.0,1.0,9.0,4.0,2.0,6.0,7.0,7.0,,2.0,1.0,2.0,,,,,1.0,2.0,,,,,,,,,,,,
859282,Daniel Munoz,8258,Defender,7.5,"Paraguay-vs-Colombia_Tue, Nov 21, 2023, 23:00 UTC",4196539,2023-11-21,away,During Lorenzo,7.46,90.0,,,,30.0,33.0,,,,,,,,,,,0.0,0.0,0.0,,3.0,,58.0,,,1.0,1.0,3.0,2.0,2.0,2.0,,,6.0,3.0,,8.0,3.0,,3.0,2.0,0.0,2.0,3.0,3.0,,,,,,,,0.0,2.0,5.0,,,,,,,,,,,,
50207,Camilo Vargas,8258,Keeper,6.9,"Paraguay-vs-Colombia_Tue, Nov 21, 2023, 23:00 UTC",4196539,2023-11-21,away,During Lorenzo,6.93,90.0,1.0,0.0,0.0,15.0,32.0,3.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498457,Alvaro Montero,8258,Keeper,6.7,"Colombia-vs-Venezuela_Sun, Dec 10, 2023, 23:00 UTC",4367302,2023-12-10,home,During Lorenzo,6.7,90.0,0.0,0.0,0.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137454,Juan Mosquera,8258,Defender,6.6,"Colombia-vs-Venezuela_Sun, Dec 10, 2023, 23:00 UTC",4367302,2023-12-10,home,During Lorenzo,6.63,45.0,,,,7.0,7.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,14.0,1.0,1.0,2.0,,,,,0.0,,,,,,1.0,1.0,,1.0,,1.0,1.0,0.0,0.0,,1.0,,,,,,0.0,,,,,,,,,,,,,,
1053717,Andres Reyes,8258,Defender,7.1,"Colombia-vs-Venezuela_Sun, Dec 10, 2023, 23:00 UTC",4367302,2023-12-10,home,During Lorenzo,7.11,80.0,,,,35.0,40.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,42.0,1.0,1.0,4.0,,,1.0,2.0,0.0,1.0,1.0,,,,3.0,2.0,,3.0,2.0,2.0,4.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
1053724,Brayan Vera,8258,Defender,7.3,"Colombia-vs-Venezuela_Sun, Dec 10, 2023, 23:00 UTC",4367302,2023-12-10,home,During Lorenzo,7.31,90.0,,,,46.0,49.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,,59.0,,,8.0,,,4.0,5.0,1.0,,,3.0,1.0,1.0,4.0,5.0,,2.0,1.0,0.0,1.0,2.0,2.0,,,1.0,1.0,,,,0.0,,,,,,,,,,,,,,
1433031,Samuel Velasquez,8258,Defender,7.2,"Colombia-vs-Venezuela_Sun, Dec 10, 2023, 23:00 UTC",4367302,2023-12-10,home,During Lorenzo,7.24,90.0,,,,46.0,50.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,68.0,,,10.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,,,,2.0,2.0,,1.0,,1.0,1.0,0.0,0.0,,,,,,,,,1.0,3.0,,,,,,,,,,,,
922875,Jorman Campuzano,8258,Midfielder,7.1,"Colombia-vs-Venezuela_Sun, Dec 10, 2023, 23:00 UTC",4367302,2023-12-10,home,During Lorenzo,7.11,90.0,,,,49.0,54.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,59.0,,,8.0,,,1.0,3.0,1.0,0.0,2.0,,,,3.0,4.0,1.0,5.0,3.0,2.0,5.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,
927094,Sebastian Gomez,8258,Midfielder,7.6,"Colombia-vs-Venezuela_Sun, Dec 10, 2023, 23:00 UTC",4367302,2023-12-10,home,During Lorenzo,7.64,90.0,,,,46.0,49.0,,,,,,,,,,,0.0,0.0,1.0,True,2.0,,60.0,1.0,1.0,9.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,,,3.0,4.0,7.0,2.0,2.0,3.0,2.0,4.0,0.0,1.0,,,0.0,1.0,,,,,,4.0,,,,,,,,,,,,
1353421,Carlos Gomez,8258,Midfielder,6.3,"Colombia-vs-Venezuela_Sun, Dec 10, 2023, 23:00 UTC",4367302,2023-12-10,home,During Lorenzo,6.26,63.0,,,,6.0,8.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,,20.0,1.0,2.0,,0.0,2.0,,,2.0,0.0,1.0,,,1.0,2.0,2.0,,2.0,4.0,2.0,5.0,0.0,1.0,,,0.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,
962075,Ian Poveda,8258,Midfielder,6.4,"Colombia-vs-Venezuela_Sun, Dec 10, 2023, 23:00 UTC",4367302,2023-12-10,home,During Lorenzo,6.41,80.0,,,,16.0,18.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,,29.0,1.0,1.0,3.0,0.0,1.0,,,3.0,0.0,1.0,,,1.0,4.0,2.0,,2.0,5.0,2.0,7.0,0.0,0.0,,2.0,0.0,1.0,,,2.0,,,2.0,,,,,,,,,,,,
95546,David Silva,8258,Attacker,6.7,"Colombia-vs-Venezuela_Sun, Dec 10, 2023, 23:00 UTC",4367302,2023-12-10,home,During Lorenzo,6.74,62.0,,,,13.0,15.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,18.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,1.0,,,,2.0,1.0,,2.0,1.0,2.0,3.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,
479026,Roger Martinez,8258,Attacker,6.7,"Colombia-vs-Venezuela_Sun, Dec 10, 2023, 23:00 UTC",4367302,2023-12-10,home,During Lorenzo,6.67,80.0,,,,4.0,5.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,11.0,,,,1.0,1.0,,,1.0,1.0,1.0,,,,4.0,1.0,,4.0,4.0,3.0,6.0,1.0,2.0,2.0,3.0,,,,1.0,,,,2.0,,,,,,,,,,,,
639061,Mateo Cassierra,8258,Attacker,6.6,"Spain-vs-Colombia_Fri, Mar 22, 2024, 20:30 UTC",4414345,2024-03-22,away,During Lorenzo,6.62,76.0,,,,10.0,15.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,,19.0,,,1.0,,,,,0.0,,,,,,0.0,1.0,,4.0,4.0,,,4.0,8.0,,,1.0,1.0,,1.0,,0.0,,3.0,,,,,,,,,,,,
860914,Luis Diaz,8258,Midfielder,7.6,"Spain-vs-Colombia_Fri, Mar 22, 2024, 20:30 UTC",4414345,2024-03-22,away,During Lorenzo,7.64,90.0,,,,22.0,27.0,,,,,,,,,,,0.0,1.0,1.0,True,1.0,1.0,52.0,4.0,12.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,3.0,6.0,1.0,6.0,12.0,6.0,17.0,0.0,1.0,1.0,2.0,,,,1.0,,,,4.0,,,,,,,,,,,,
784834,Jorge Carrascal,8258,Midfielder,6.2,"Spain-vs-Colombia_Fri, Mar 22, 2024, 20:30 UTC",4414345,2024-03-22,away,During Lorenzo,6.22,45.0,,,,16.0,19.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,28.0,0.0,1.0,4.0,,,1.0,1.0,1.0,0.0,1.0,1.0,,,2.0,1.0,,2.0,2.0,2.0,4.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
