id,name,team,position,rating,match,match_id,match_date,home_away,ERA,top_stats_FotMob rating,top_stats_Minutes played,top_stats_Saves,top_stats_Goals conceded,top_stats_Goals prevented,top_stats_Accurate passes_value,top_stats_Accurate passes_total,top_stats_Accurate long balls_value,top_stats_Accurate long balls_total,top_stats_Diving save,top_stats_Saves inside box,top_stats_Acted as sweeper,top_stats_Punches,top_stats_Throws,top_stats_High claim,top_stats_Recoveries,top_stats_Touches,top_stats_Goals,top_stats_Assists,top_stats_Total shots,top_stats_Shotmap,top_stats_Chances created,attack_Blocked shots,attack_Touches,attack_Successful dribbles_value,attack_Successful dribbles_total,attack_Passes into final third,attack_Accurate crosses_value,attack_Accurate crosses_total,attack_Accurate long balls_value,attack_Accurate long balls_total,attack_Dispossessed,defense_Tackles won_value,defense_Tackles won_total,defense_Clearances,defense_Headed clearance,defense_Interceptions,defense_Defensive actions,defense_Recoveries,defense_Dribbled past,duels_Duels won,duels_Duels lost,duels_Ground duels won_value,duels_Ground duels won_total,duels_Aerial duels won_value,duels_Aerial duels won_total,duels_Was fouled,duels_Fouls committed,attack_Shot accuracy_value,attack_Shot accuracy_total,attack_Big chances missed,attack_Offsides,attack_Corners,defense_Tackles won,defense_Blocks,attack_Touches in opposition box,top_stats_Missed penalty,top_stats_Penalties won,defense_Last man tackle,defense_Clearance off the line,top_stats_Error led to goal,top_stats_xGOT faced,top_stats_Expected goals (xG),top_stats_Expected goals on target (xGOT),top_stats_Expected assists (xA),top_stats_xG + xA,attack_xG Non-penalty,top_stats_Conceded penalty
834032,Carlos Cuesta,8258,Defender,7.0,"Colombia-vs-Costa Rica_Fri, Jun 28, 2024, 22:00 UTC",4407877,2024-06-28,home,Copa America,7.04,90.0,,,,65.0,66.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,68.0,,,3.0,,,2.0,3.0,0.0,1.0,1.0,,,,2.0,3.0,,6.0,3.0,1.0,2.0,5.0,7.0,,1.0,,,,,,,,,,,,,,,,,,,,
474673,Johan Mojica,8258,Defender,8.1,"Colombia-vs-Costa Rica_Fri, Jun 28, 2024, 22:00 UTC",4407877,2024-06-28,home,Copa America,8.1,90.0,,,,60.0,70.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,94.0,,,8.0,1.0,1.0,5.0,7.0,1.0,4.0,4.0,2.0,1.0,,6.0,10.0,,9.0,1.0,8.0,9.0,1.0,1.0,4.0,,,,,,,,,2.0,,,,,,,,,0.05,0.05,,
1174630,Richard Rios,8258,Midfielder,6.4,"Colombia-vs-Costa Rica_Fri, Jun 28, 2024, 22:00 UTC",4407877,2024-06-28,home,Copa America,6.42,45.0,,,,11.0,17.0,,,,,,,,,,,0.0,0.0,1.0,True,1.0,1.0,30.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,,,2.0,2.0,,4.0,3.0,,2.0,5.0,1.0,5.0,1.0,2.0,,1.0,,,,,,0.0,1.0,,,,,,,,0.02,,0.04,0.06,0.02,
466672,Jefferson Lerma,8258,Midfielder,7.0,"Colombia-vs-Costa Rica_Fri, Jun 28, 2024, 22:00 UTC",4407877,2024-06-28,home,Copa America,6.96,72.0,,,,28.0,35.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,,42.0,,,3.0,,,1.0,3.0,0.0,0.0,1.0,,,1.0,2.0,3.0,,3.0,1.0,2.0,2.0,1.0,2.0,1.0,,0.0,1.0,,,,,,2.0,,,,,,,0.03,,0.01,0.04,0.03,
1023030,Jhon Arias,8258,Midfielder,7.3,"Colombia-vs-Costa Rica_Fri, Jun 28, 2024, 22:00 UTC",4407877,2024-06-28,home,Copa America,7.33,90.0,,,,52.0,56.0,,,,,,,,,,,0.0,1.0,1.0,True,1.0,1.0,75.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,,,,7.0,8.0,2.0,3.0,13.0,3.0,16.0,0.0,0.0,1.0,6.0,,,,,2.0,,,1.0,,,,,,,0.03,,0.09,0.12,0.03,
164684,James Rodriguez,8258,Attacker,8.2,"Colombia-vs-Costa Rica_Fri, Jun 28, 2024, 22:00 UTC",4407877,2024-06-28,home,Copa America,8.16,72.0,,,,37.0,39.0,,,,,,,,,,,0.0,1.0,1.0,True,5.0,,58.0,0.0,2.0,11.0,5.0,7.0,5.0,5.0,1.0,0.0,2.0,,,,2.0,2.0,1.0,4.0,4.0,3.0,7.0,1.0,1.0,1.0,,1.0,1.0,,,2.0,,,3.0,,,,,,,0.1,0.25,0.57,0.6699999999999999,0.1,
291425,Jhon Cordoba,8258,Attacker,7.9,"Colombia-vs-Costa Rica_Fri, Jun 28, 2024, 22:00 UTC",4407877,2024-06-28,home,Copa America,7.91,77.0,,,,6.0,9.0,,,,,,,,,,,1.0,0.0,3.0,True,1.0,1.0,24.0,1.0,6.0,,1.0,1.0,1.0,1.0,1.0,,,,,,3.0,3.0,,3.0,11.0,2.0,11.0,1.0,3.0,1.0,3.0,1.0,2.0,,,,0.0,,8.0,,1.0,,,,,0.37,0.71,0.05,0.42,0.37,
860914,Luis Diaz,8258,Attacker,8.5,"Colombia-vs-Costa Rica_Fri, Jun 28, 2024, 22:00 UTC",4407877,2024-06-28,home,Copa America,8.53,77.0,,,,18.0,21.0,,,,,,,,,,,1.0,0.0,3.0,True,4.0,1.0,37.0,2.0,2.0,2.0,,,1.0,3.0,1.0,,,,,,2.0,5.0,1.0,6.0,4.0,4.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,,0.0,,7.0,,,,,,,1.03,1.0,0.5,1.53,0.24,
860914,Luis Diaz,8258,Attacker,6.8,"Brazil-vs-Colombia_Wed, Jul 3, 2024, 01:00 UTC",4377212,2024-07-03,away,Copa America,6.79,89.0,,,,17.0,20.0,,,,,,,,,,,0.0,0.0,1.0,True,1.0,,40.0,3.0,6.0,1.0,1.0,1.0,,,3.0,1.0,1.0,,,,1.0,3.0,,6.0,6.0,6.0,12.0,0.0,0.0,2.0,,1.0,1.0,1.0,,,,,3.0,,,,,,,0.08,0.15,0.63,0.71,0.08,
291425,Jhon Cordoba,8258,Attacker,7.1,"Brazil-vs-Colombia_Wed, Jul 3, 2024, 01:00 UTC",4377212,2024-07-03,away,Copa America,7.1,76.0,,,,6.0,10.0,,,,,,,,,,,0.0,1.0,2.0,True,2.0,,25.0,0.0,3.0,2.0,,,,,2.0,0.0,1.0,3.0,3.0,,7.0,,,7.0,10.0,2.0,10.0,5.0,7.0,1.0,3.0,1.0,2.0,,2.0,,,,4.0,,,,,,,0.27,0.05,0.01,0.28,0.27,
164684,James Rodriguez,8258,Attacker,8.1,"Brazil-vs-Colombia_Wed, Jul 3, 2024, 01:00 UTC",4377212,2024-07-03,away,Copa America,8.12,81.0,,,,29.0,36.0,,,,,,,,,,,0.0,0.0,3.0,True,3.0,,67.0,0.0,1.0,6.0,3.0,9.0,1.0,1.0,1.0,3.0,4.0,,,1.0,6.0,7.0,,8.0,3.0,7.0,10.0,1.0,1.0,3.0,1.0,1.0,3.0,,,5.0,,,1.0,,,,,,,0.15,0.04,0.3,0.44999999999999996,0.15,
1023030,Jhon Arias,8258,Midfielder,6.6,"Brazil-vs-Colombia_Wed, Jul 3, 2024, 01:00 UTC",4377212,2024-07-03,away,Copa America,6.57,90.0,,,,25.0,31.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,,45.0,1.0,2.0,2.0,0.0,1.0,,,1.0,2.0,3.0,1.0,,,7.0,5.0,3.0,4.0,8.0,4.0,12.0,0.0,0.0,,3.0,0.0,1.0,,,,,,,,,,,,,0.03,,0.02,0.05,0.03,
466672,Jefferson Lerma,8258,Midfielder,6.6,"Brazil-vs-Colombia_Wed, Jul 3, 2024, 01:00 UTC",4377212,2024-07-03,away,Copa America,6.61,90.0,,,,42.0,50.0,,,,,,,,,,,0.0,0.0,1.0,True,1.0,,61.0,,,6.0,,,0.0,3.0,1.0,,,,,3.0,5.0,5.0,1.0,3.0,5.0,2.0,4.0,1.0,4.0,2.0,,0.0,1.0,,,,0.0,2.0,1.0,,,,,,,0.08,,0.02,0.1,0.08,
1174630,Richard Rios,8258,Midfielder,6.4,"Brazil-vs-Colombia_Wed, Jul 3, 2024, 01:00 UTC",4377212,2024-07-03,away,Copa America,6.44,76.0,,,,23.0,27.0,,,,,,,,,,,0.0,0.0,2.0,True,0.0,1.0,51.0,3.0,6.0,2.0,0.0,2.0,,,2.0,0.0,1.0,,,1.0,3.0,2.0,1.0,6.0,7.0,6.0,13.0,0.0,0.0,2.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,0.05,0.02,,0.05,0.05,
578756,Deiver Machado,8258,Defender,6.3,"Brazil-vs-Colombia_Wed, Jul 3, 2024, 01:00 UTC",4377212,2024-07-03,away,Copa America,6.25,45.0,,,,22.0,24.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,38.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,,4.0,3.0,4.0,7.0,0.0,0.0,3.0,1.0,,,,,,,,1.0,,,,,,,,,0.02,0.02,,
834032,Carlos Cuesta,8258,Defender,7.3,"Brazil-vs-Colombia_Wed, Jul 3, 2024, 01:00 UTC",4377212,2024-07-03,away,Copa America,7.32,90.0,,,,53.0,56.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,64.0,,,1.0,,,0.0,1.0,0.0,2.0,2.0,4.0,2.0,,6.0,1.0,,2.0,,2.0,2.0,0.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,
643533,Davinson Sánchez,8258,Defender,7.1,"Brazil-vs-Colombia_Wed, Jul 3, 2024, 01:00 UTC",4377212,2024-07-03,away,Copa America,7.13,90.0,,,,37.0,45.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,57.0,1.0,1.0,7.0,,,2.0,8.0,1.0,1.0,1.0,4.0,3.0,1.0,7.0,8.0,,3.0,3.0,2.0,4.0,1.0,2.0,,1.0,,,,,,,,2.0,,,,,,,,,0.02,0.02,,
859282,Daniel Munoz,8258,Defender,7.6,"Brazil-vs-Colombia_Wed, Jul 3, 2024, 01:00 UTC",4377212,2024-07-03,away,Copa America,7.64,90.0,,,,29.0,30.0,,,,,,,,,,,1.0,0.0,1.0,True,0.0,,56.0,0.0,2.0,7.0,,,0.0,1.0,2.0,4.0,6.0,1.0,1.0,1.0,15.0,1.0,,6.0,11.0,6.0,15.0,0.0,2.0,,7.0,1.0,1.0,,,,,,2.0,,,,,,,0.3,0.57,0.02,0.32,0.3,
50207,Camilo Vargas,8258,Keeper,6.9,"Brazil-vs-Colombia_Wed, Jul 3, 2024, 01:00 UTC",4377212,2024-07-03,away,Copa America,6.93,90.0,2.0,1.0,-0.20999999999999996,14.0,26.0,5.0,17.0,1.0,0.0,1.0,1.0,4.0,0.0,9.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,,,,,
50207,Camilo Vargas,8258,Keeper,7.6,"Colombia-vs-Panama_Sat, Jul 6, 2024, 22:00 UTC",4407871,2024-07-06,home,Copa America,7.59,90.0,3.0,0.0,0.36,22.0,33.0,9.0,20.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,
859282,Daniel Munoz,8258,Defender,7.7,"Colombia-vs-Panama_Sat, Jul 6, 2024, 22:00 UTC",4407871,2024-07-06,home,Copa America,7.67,73.0,,,,13.0,17.0,,,,,,,,,,,0.0,1.0,0.0,,1.0,,39.0,,,4.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,6.0,,,6.0,3.0,6.0,7.0,0.0,2.0,4.0,1.0,,,,,,,,1.0,,,,,,,,,0.03,0.03,,
643533,Davinson Sánchez,8258,Defender,7.3,"Colombia-vs-Panama_Sat, Jul 6, 2024, 22:00 UTC",4407871,2024-07-06,home,Copa America,7.27,90.0,,,,33.0,45.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,58.0,,,4.0,,,5.0,14.0,0.0,2.0,4.0,4.0,1.0,1.0,13.0,1.0,,6.0,3.0,5.0,7.0,1.0,2.0,1.0,2.0,,,,,,,2.0,,,,,,,,,,,,,
834032,Carlos Cuesta,8258,Defender,7.0,"Colombia-vs-Panama_Sat, Jul 6, 2024, 22:00 UTC",4407871,2024-07-06,home,Copa America,7.02,90.0,,,,39.0,39.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,43.0,,,2.0,,,3.0,3.0,0.0,,,1.0,1.0,1.0,3.0,2.0,,2.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,,,,,,0.0,,,,,,,,,,,,,,
474673,Johan Mojica,8258,Defender,7.0,"Colombia-vs-Panama_Sat, Jul 6, 2024, 22:00 UTC",4407871,2024-07-06,home,Copa America,6.96,90.0,,,,31.0,39.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,56.0,,,3.0,0.0,2.0,2.0,8.0,2.0,2.0,2.0,,,,2.0,3.0,,4.0,2.0,3.0,5.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,0.01,0.01,,
1174630,Richard Rios,8258,Midfielder,8.1,"Colombia-vs-Panama_Sat, Jul 6, 2024, 22:00 UTC",4407871,2024-07-06,home,Copa America,8.06,90.0,,,,29.0,33.0,,,,,,,,,,,1.0,0.0,2.0,True,1.0,1.0,58.0,2.0,4.0,5.0,0.0,2.0,1.0,1.0,2.0,,,2.0,1.0,2.0,7.0,4.0,,4.0,6.0,3.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,0.0,1.0,,,,,,,,0.03,0.39,0.01,0.04,0.03,
320618,Mateus Uribe,8258,Midfielder,7.5,"Colombia-vs-Panama_Sat, Jul 6, 2024, 22:00 UTC",4407871,2024-07-06,home,Copa America,7.51,90.0,,,,29.0,35.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,44.0,2.0,2.0,4.0,,,0.0,2.0,1.0,0.0,1.0,2.0,1.0,,5.0,7.0,1.0,5.0,3.0,3.0,6.0,2.0,2.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,0.01,0.01,,
1023030,Jhon Arias,8258,Midfielder,7.5,"Colombia-vs-Panama_Sat, Jul 6, 2024, 22:00 UTC",4407871,2024-07-06,home,Copa America,7.46,66.0,,,,16.0,17.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,1.0,31.0,1.0,1.0,,0.0,1.0,,,2.0,1.0,3.0,,,1.0,6.0,2.0,1.0,8.0,6.0,7.0,12.0,1.0,2.0,3.0,2.0,,,,,,,,5.0,,1.0,,,,,0.02,,,0.02,0.02,
164684,James Rodriguez,8258,Attacker,9.1,"Colombia-vs-Panama_Sat, Jul 6, 2024, 22:00 UTC",4407871,2024-07-06,home,Copa America,9.07,73.0,,,,32.0,38.0,,,,,,,,,,,1.0,2.0,1.0,True,3.0,,48.0,,,4.0,4.0,6.0,2.0,3.0,0.0,,,,,,0.0,,,2.0,,2.0,2.0,0.0,0.0,2.0,,1.0,1.0,,,4.0,0.0,,1.0,,,,,,,0.79,0.98,0.36,1.15,,
291425,Jhon Cordoba,8258,Attacker,8.2,"Colombia-vs-Panama_Sat, Jul 6, 2024, 22:00 UTC",4407871,2024-07-06,home,Copa America,8.15,79.0,,,,8.0,11.0,,,,,,,,,,,1.0,0.0,1.0,True,0.0,,24.0,,,2.0,0.0,2.0,,,0.0,2.0,2.0,3.0,3.0,,6.0,3.0,,8.0,3.0,2.0,3.0,6.0,8.0,,1.0,1.0,1.0,,,,,,3.0,,,,,,,0.36,0.92,0.02,0.38,0.36,
860914,Luis Diaz,8258,Attacker,8.2,"Colombia-vs-Panama_Sat, Jul 6, 2024, 22:00 UTC",4407871,2024-07-06,home,Copa America,8.18,65.0,,,,13.0,16.0,,,,,,,,,,,1.0,0.0,1.0,True,0.0,,36.0,3.0,4.0,3.0,,,0.0,1.0,1.0,1.0,4.0,,,,6.0,2.0,,11.0,4.0,11.0,15.0,0.0,0.0,4.0,2.0,1.0,1.0,,,,,,3.0,,,,,,,0.27,0.36,0.01,0.28,0.27,
860914,Luis Diaz,8258,Attacker,,"Uruguay-vs-Colombia_Thu, Jul 11, 2024, 00:00 UTC",4407873,2024-07-11,away,Copa America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291425,Jhon Cordoba,8258,Attacker,,"Uruguay-vs-Colombia_Thu, Jul 11, 2024, 00:00 UTC",4407873,2024-07-11,away,Copa America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164684,James Rodriguez,8258,Attacker,,"Uruguay-vs-Colombia_Thu, Jul 11, 2024, 00:00 UTC",4407873,2024-07-11,away,Copa America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023030,Jhon Arias,8258,Midfielder,,"Uruguay-vs-Colombia_Thu, Jul 11, 2024, 00:00 UTC",4407873,2024-07-11,away,Copa America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466672,Jefferson Lerma,8258,Midfielder,,"Uruguay-vs-Colombia_Thu, Jul 11, 2024, 00:00 UTC",4407873,2024-07-11,away,Copa America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174630,Richard Rios,8258,Midfielder,,"Uruguay-vs-Colombia_Thu, Jul 11, 2024, 00:00 UTC",4407873,2024-07-11,away,Copa America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474673,Johan Mojica,8258,Defender,,"Uruguay-vs-Colombia_Thu, Jul 11, 2024, 00:00 UTC",4407873,2024-07-11,away,Copa America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834032,Carlos Cuesta,8258,Defender,,"Uruguay-vs-Colombia_Thu, Jul 11, 2024, 00:00 UTC",4407873,2024-07-11,away,Copa America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643533,Davinson Sánchez,8258,Defender,,"Uruguay-vs-Colombia_Thu, Jul 11, 2024, 00:00 UTC",4407873,2024-07-11,away,Copa America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859282,Daniel Munoz,8258,Defender,,"Uruguay-vs-Colombia_Thu, Jul 11, 2024, 00:00 UTC",4407873,2024-07-11,away,Copa America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50207,Camilo Vargas,8258,Keeper,,"Uruguay-vs-Colombia_Thu, Jul 11, 2024, 00:00 UTC",4407873,2024-07-11,away,Copa America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479026,Roger Martinez,8258,Attacker,7.8,"Bolivia-vs-Colombia_Thu, Sep 2, 2021, 20:00 UTC",3239022,2021-09-02,away,Before Lorenzo,7.79,88.0,,,,19.0,25.0,,,,,,,,,,,1.0,0.0,4.0,True,1.0,1.0,45.0,2.0,4.0,,,,,,1.0,,,1.0,1.0,,1.0,3.0,2.0,5.0,7.0,5.0,10.0,0.0,2.0,3.0,,2.0,3.0,,2.0,,0.0,,,,,,,,,,,,,,
860914,Luis Diaz,8258,Midfielder,6.8,"Bolivia-vs-Colombia_Thu, Sep 2, 2021, 20:00 UTC",3239022,2021-09-02,away,Before Lorenzo,6.75,58.0,,,,13.0,16.0,,,,,,,,,,,0.0,0.0,1.0,True,2.0,1.0,27.0,1.0,1.0,,,,1.0,1.0,0.0,,,,,,1.0,3.0,,3.0,3.0,1.0,2.0,2.0,4.0,,1.0,,,,,,0.0,,,,,,,,,,,,,,
207617,Juan Quintero,8258,Midfielder,6.4,"Bolivia-vs-Colombia_Thu, Sep 2, 2021, 20:00 UTC",3239022,2021-09-02,away,Before Lorenzo,6.35,45.0,,,,16.0,19.0,,,,,,,,,,,0.0,0.0,1.0,True,0.0,,27.0,1.0,2.0,,,,2.0,3.0,0.0,0.0,1.0,,,1.0,2.0,4.0,4.0,2.0,5.0,2.0,7.0,0.0,0.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,
155066,Juan Cuadrado,8258,Midfielder,7.3,"Bolivia-vs-Colombia_Thu, Sep 2, 2021, 20:00 UTC",3239022,2021-09-02,away,Before Lorenzo,7.26,90.0,,,,32.0,38.0,,,,,,,,,,,0.0,0.0,3.0,True,1.0,1.0,61.0,4.0,6.0,,0.0,2.0,1.0,3.0,1.0,1.0,1.0,,,1.0,2.0,2.0,,6.0,3.0,6.0,9.0,0.0,0.0,1.0,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,
431323,Wilmar Barrios,8258,Midfielder,7.1,"Bolivia-vs-Colombia_Thu, Sep 2, 2021, 20:00 UTC",3239022,2021-09-02,away,Before Lorenzo,7.09,87.0,,,,23.0,30.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,46.0,,,,,,0.0,7.0,0.0,2.0,3.0,1.0,1.0,1.0,6.0,6.0,1.0,4.0,2.0,4.0,6.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
320618,Mateus Uribe,8258,Midfielder,7.2,"Bolivia-vs-Colombia_Thu, Sep 2, 2021, 20:00 UTC",3239022,2021-09-02,away,Before Lorenzo,7.21,74.0,,,,23.0,28.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,39.0,1.0,1.0,,,,1.0,4.0,0.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,2.0,2.0,4.0,2.0,5.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
207383,William Tesillo,8258,Defender,7.1,"Bolivia-vs-Colombia_Thu, Sep 2, 2021, 20:00 UTC",3239022,2021-09-02,away,Before Lorenzo,7.08,90.0,,,,20.0,26.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,49.0,1.0,1.0,,0.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,10.0,6.0,1.0,4.0,5.0,3.0,7.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,
167928,Oscar Murillo,8258,Defender,7.0,"Bolivia-vs-Colombia_Thu, Sep 2, 2021, 20:00 UTC",3239022,2021-09-02,away,Before Lorenzo,7.0,90.0,,,,14.0,20.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,34.0,,,,,,1.0,1.0,0.0,1.0,1.0,8.0,3.0,,10.0,3.0,,5.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
643533,Davinson Sánchez,8258,Defender,6.7,"Bolivia-vs-Colombia_Thu, Sep 2, 2021, 20:00 UTC",3239022,2021-09-02,away,Before Lorenzo,6.7,90.0,,,,18.0,25.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,35.0,,,,,,4.0,10.0,0.0,,,6.0,3.0,1.0,7.0,1.0,,1.0,,1.0,1.0,0.0,0.0,1.0,,,,,,,0.0,,,,,,,,,,,,,,
859282,Daniel Munoz,8258,Defender,7.2,"Bolivia-vs-Colombia_Thu, Sep 2, 2021, 20:00 UTC",3239022,2021-09-02,away,Before Lorenzo,7.15,90.0,,,,19.0,26.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,44.0,,,,0.0,2.0,2.0,5.0,0.0,2.0,2.0,4.0,3.0,2.0,10.0,2.0,1.0,6.0,3.0,4.0,7.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
50065,David Ospina,8258,Keeper,6.2,"Bolivia-vs-Colombia_Thu, Sep 2, 2021, 20:00 UTC",3239022,2021-09-02,away,Before Lorenzo,6.15,90.0,2.0,1.0,0.0,25.0,38.0,14.0,27.0,0.0,0.0,0.0,0.0,5.0,1.0,10.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281995,Miguel Borja,8258,Attacker,6.2,"Paraguay-vs-Colombia_Sun, Sep 5, 2021, 22:00 UTC",3239003,2021-09-05,away,Before Lorenzo,6.22,62.0,,,,13.0,17.0,,,,,,,,,,,0.0,0.0,3.0,True,1.0,1.0,27.0,,,3.0,0.0,1.0,1.0,2.0,1.0,,,,,,0.0,1.0,,3.0,5.0,3.0,4.0,0.0,4.0,3.0,,0.0,2.0,,1.0,,0.0,,,,,,,,,,,,,,
533775,Rafael Santos Borre,8258,Attacker,6.2,"Paraguay-vs-Colombia_Sun, Sep 5, 2021, 22:00 UTC",3239003,2021-09-05,away,Before Lorenzo,6.23,62.0,,,,16.0,17.0,,,,,,,,,,,0.0,0.0,1.0,True,2.0,1.0,23.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,,,,,,0.0,2.0,,,6.0,0.0,3.0,0.0,3.0,,,,,,,,0.0,,,,,,,,,,,,,,
846369,Luis Sinisterra,8258,Midfielder,7.1,"Paraguay-vs-Colombia_Sun, Sep 5, 2021, 22:00 UTC",3239003,2021-09-05,away,Before Lorenzo,7.14,67.0,,,,17.0,21.0,,,,,,,,,,,0.0,0.0,1.0,True,2.0,1.0,40.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,,,2.0,4.0,6.0,,6.0,5.0,4.0,7.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
320618,Mateus Uribe,8258,Midfielder,7.0,"Paraguay-vs-Colombia_Sun, Sep 5, 2021, 22:00 UTC",3239003,2021-09-05,away,Before Lorenzo,7.03,79.0,,,,32.0,36.0,,,,,,,,,,,0.0,0.0,4.0,True,0.0,1.0,51.0,,,4.0,,,4.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,6.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,
431323,Wilmar Barrios,8258,Midfielder,7.4,"Paraguay-vs-Colombia_Sun, Sep 5, 2021, 22:00 UTC",3239003,2021-09-05,away,Before Lorenzo,7.38,79.0,,,,33.0,42.0,,,,,,,,,,,0.0,0.0,0.0,,1.0,,57.0,2.0,2.0,5.0,,,3.0,6.0,2.0,0.0,2.0,,,1.0,4.0,11.0,,6.0,2.0,6.0,8.0,0.0,0.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,
155066,Juan Cuadrado,8258,Midfielder,9.0,"Paraguay-vs-Colombia_Sun, Sep 5, 2021, 22:00 UTC",3239003,2021-09-05,away,Before Lorenzo,9.01,90.0,,,,33.0,40.0,,,,,,,,,,,1.0,0.0,6.0,True,5.0,3.0,93.0,6.0,9.0,6.0,7.0,21.0,2.0,4.0,1.0,0.0,2.0,,,1.0,3.0,6.0,,17.0,4.0,16.0,20.0,1.0,1.0,8.0,,3.0,3.0,,,11.0,,,,,,,,,,,,,,,
