match_id,eventId,teamEvent,type,text,time_main,time_added,executor_name,executor_team,assistant_name,assistant_team,title_key,title_value,ERA
4162527.0,,away,end 14,"Match ends, Colombia 1, Iraq 0.",,,,,,,,,During Lorenzo
4162527.0,,away,end 2,"Second Half ends, Colombia 1, Iraq 0.",90’,+5,,,,,,,During Lorenzo
4162527.0,,home,free kick lost,Foul by Daniel Muñoz (Colombia).,90’,+4,Daniel Munoz,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick won,Ahmed Yehia (Iraq) wins a free kick in the defensive half.,90’,+4,Ahmed Yahya,Iraq,,,,,During Lorenzo
4162527.0,,home,miss,Attempt missed. Óscar Cortés (Colombia) right footed shot from outside the box misses to the left. Assisted by Jhon Arias.,90’,+3,Oscar Cortes,Colombia,Jhon Arias,Colombia,,,During Lorenzo
4162527.0,,home,free kick won,Jhon Arias (Colombia) wins a free kick in the defensive half.,90’,+2,Jhon Arias,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick lost,Foul by Amjad Attwan (Iraq).,90’,+2,Amjad Attwan,Iraq,,,,,During Lorenzo
4162527.0,,away,end delay,Delay over. They are ready to continue.,90’,,,,,,,,During Lorenzo
4162527.0,,away,start delay,Delay in match because of an injury Amjad Attwan (Iraq).,89’,,,,,,,,During Lorenzo
4162527.0,,home,SI,"Substitution, Colombia. Óscar Cortés replaces Jorge Carrascal.",86’,,Oscar Cortes,Colombia,Jorge Carrascal,Colombia,player_substitution,Substitution,During Lorenzo
4162527.0,,home,miss,Attempt missed. Jhon Arias (Colombia) left footed shot from the right side of the box misses to the left. Assisted by Yáser Asprilla.,83’,,Jhon Arias,Colombia,Yaser Asprilla,Colombia,,,During Lorenzo
4162527.0,,away,end delay,Delay over. They are ready to continue.,82’,,,,,,,,During Lorenzo
4162527.0,,away,SI,"Substitution, Iraq. Bashar Rasan replaces Ibrahim Bayesh.",82’,,Bashar Resan,Iraq,Ibrahim Bayesh,Iraq,player_substitution,Substitution,During Lorenzo
4162527.0,,away,start delay,Delay in match because of an injury Jorge Carrascal (Colombia).,80’,,,,,,,,During Lorenzo
4162527.0,,away,start delay,Delay in match because of an injury Ahmed Yehia (Iraq).,80’,,,,,,,,During Lorenzo
4162527.0,,home,corner,"Corner, Iraq. Conceded by Davinson Sánchez.",79’,,Davinson Sánchez,Colombia,,,,,During Lorenzo
4162527.0,10293627,home,G,"Goal! Colombia 1, Iraq 0. Mateo Cassierra (Colombia) right footed shot from the centre of the box to the centre of the goal. Assisted by Jhon Arias with a cross.",76’,,Mateo Cassierra,Colombia,Jhon Arias,Colombia,goal,Goal!,During Lorenzo
4162527.0,,home,offside,"Offside, Colombia. Álvaro Montero tries a through ball, but Yáser Asprilla is caught offside.",75’,,Alvaro Montero,Colombia,,,,,During Lorenzo
4162527.0,,home,corner,"Corner, Iraq. Conceded by Jhon Lucumí.",74’,,Jhon Lucumi,Colombia,,,,,During Lorenzo
4162527.0,,home,SI,"Substitution, Colombia. Mateo Cassierra replaces Rafael Borré.",74’,,Mateo Cassierra,Colombia,Rafael Santos Borre,Colombia,player_substitution,Substitution,During Lorenzo
4162527.0,,home,SI,"Substitution, Colombia. Yáser Asprilla replaces Luis Díaz.",74’,,Yaser Asprilla,Colombia,Luis Diaz,Colombia,player_substitution,Substitution,During Lorenzo
4162527.0,,home,free kick won,Luis Díaz (Colombia) wins a free kick on the left wing.,72’,,Luis Diaz,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick lost,Foul by Allan Mohideen (Iraq).,72’,,,,,,,,During Lorenzo
4162527.0,,away,SI,"Substitution, Iraq. Aymen Hussein replaces Pashang Abdulla.",69’,,,,,,player_substitution,Substitution,During Lorenzo
4162527.0,,away,SI,"Substitution, Iraq. Humam Tariq replaces Merchas Doski.",69’,,Humam Tariq,Iraq,Merchas Doski,Iraq,player_substitution,Substitution,During Lorenzo
4162527.0,,away,corner,"Corner, Colombia. Conceded by Mustafa Nadhim.",68’,,Mustafa Nadhim,Iraq,,,,,During Lorenzo
4162527.0,,home,attempt blocked,Attempt blocked. Rafael Borré (Colombia) left footed shot from the left side of the box is blocked. Assisted by Jorge Carrascal with a through ball.,68’,,Rafael Santos Borre,Colombia,Jorge Carrascal,Colombia,,,During Lorenzo
4162527.0,,home,offside,"Offside, Colombia. Rafael Borré tries a through ball, but Jorge Carrascal is caught offside.",64’,,Rafael Santos Borre,Colombia,,,,,During Lorenzo
4162527.0,,away,offside,"Offside, Iraq. Amir Al Ammari tries a through ball, but Mustafa Nadhim is caught offside.",63’,,Amir Al-Ammari,Iraq,,,,,During Lorenzo
4162527.0,,home,free kick lost,Foul by Matheus Uribe (Colombia).,62’,,Mateus Uribe,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick won,Ibrahim Bayesh (Iraq) wins a free kick in the attacking half.,62’,,Ibrahim Bayesh,Iraq,,,,,During Lorenzo
4162527.0,,home,SI,"Substitution, Colombia. Matheus Uribe replaces Juan Cuadrado.",59’,,Mateus Uribe,Colombia,Juan Cuadrado,Colombia,player_substitution,Substitution,During Lorenzo
4162527.0,,home,SI,"Substitution, Colombia. Jhon Arias replaces Diego Valoyes.",59’,,Jhon Arias,Colombia,Diego Valoyes,Colombia,player_substitution,Substitution,During Lorenzo
4162527.0,,home,miss,Attempt missed. Jhon Lucumí (Colombia) header from the centre of the box is just a bit too high. Assisted by Juan Cuadrado with a cross following a corner.,58’,,Jhon Lucumi,Colombia,Juan Cuadrado,Colombia,,,During Lorenzo
4162527.0,,away,corner,"Corner, Colombia. Conceded by Mustafa Nadhim.",58’,,Mustafa Nadhim,Iraq,,,,,During Lorenzo
4162527.0,,away,attempt saved,Attempt saved. Ibrahim Bayesh (Iraq) right footed shot from outside the box is saved in the bottom right corner. Assisted by Pashang Abdulla.,57’,,,,,,,,During Lorenzo
4162527.0,,home,free kick lost,Foul by Juan Cuadrado (Colombia).,53’,,Juan Cuadrado,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick won,Mustafa Nadhim (Iraq) wins a free kick in the defensive half.,53’,,Mustafa Nadhim,Iraq,,,,,During Lorenzo
4162527.0,,home,offside,"Offside, Colombia. Jorge Carrascal tries a through ball, but Andrés Salazar is caught offside.",48’,,Jorge Carrascal,Colombia,,,,,During Lorenzo
4162527.0,,away,SI,"Substitution, Iraq. Amjad Attwan replaces Osama Rashid.",46’,,Amjad Attwan,Iraq,Osama Rashid,Iraq,player_substitution,Substitution,During Lorenzo
4162527.0,,away,start,"Second Half begins Colombia 0, Iraq 0.",46’,,,,,,,,During Lorenzo
4162527.0,,away,SI,"Substitution, Iraq. Mustafa Nadhim replaces Ali Faez.",46’,,Mustafa Nadhim,Iraq,Ali Faez Atiyah,Iraq,player_substitution,Substitution,During Lorenzo
4162527.0,,away,end 1,"First Half ends, Colombia 0, Iraq 0.",45’,+3,,,,,,,During Lorenzo
4162527.0,,home,free kick lost,Foul by Jefferson Lerma (Colombia).,45’,+2,Jefferson Lerma,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick won,Pashang Abdulla (Iraq) wins a free kick in the defensive half.,45’,+2,,,,,,,During Lorenzo
4162527.0,,home,free kick won,Diego Valoyes (Colombia) wins a free kick on the right wing.,45’,,Diego Valoyes,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick lost,Foul by Ahmed Yehia (Iraq).,45’,,Ahmed Yahya,Iraq,,,,,During Lorenzo
4162527.0,,home,free kick won,Jorge Carrascal (Colombia) wins a free kick in the attacking half.,42’,,Jorge Carrascal,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick lost,Foul by Ibrahim Bayesh (Iraq).,42’,,Ibrahim Bayesh,Iraq,,,,,During Lorenzo
4162527.0,,home,free kick won,Luis Díaz (Colombia) wins a free kick on the left wing.,42’,,Luis Diaz,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick lost,Foul by Frans Putros (Iraq).,42’,,Frans Dhia Putros,Iraq,,,,,During Lorenzo
4162527.0,,home,YC,Jorge Carrascal (Colombia) is shown the yellow card for a bad foul.,40’,,Jorge Carrascal,Colombia,,,yellow_card,Yellow card,During Lorenzo
4162527.0,,home,free kick lost,Foul by Jorge Carrascal (Colombia).,40’,,Jorge Carrascal,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick won,Ibrahim Bayesh (Iraq) wins a free kick in the defensive half.,40’,,Ibrahim Bayesh,Iraq,,,,,During Lorenzo
4162527.0,,away,end delay,Delay over. They are ready to continue.,39’,,,,,,,,During Lorenzo
4162527.0,,away,start delay,Delay in match because of an injury Osama Rashid (Iraq).,38’,,,,,,,,During Lorenzo
4162527.0,,home,free kick won,Daniel Muñoz (Colombia) wins a free kick in the defensive half.,38’,,Daniel Munoz,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick lost,Foul by Osama Rashid (Iraq).,38’,,Osama Rashid,Iraq,,,,,During Lorenzo
4162527.0,,home,miss,Attempt missed. Davinson Sánchez (Colombia) header from the centre of the box is high and wide to the left. Assisted by Jorge Carrascal with a cross following a set piece situation.,35’,,Davinson Sánchez,Colombia,Jorge Carrascal,Colombia,,,During Lorenzo
4162527.0,,home,free kick won,Luis Díaz (Colombia) wins a free kick on the left wing.,34’,,Luis Diaz,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick lost,Foul by Frans Putros (Iraq).,34’,,Frans Dhia Putros,Iraq,,,,,During Lorenzo
4162527.0,,home,offside,"Offside, Colombia. Daniel Muñoz tries a through ball, but Rafael Borré is caught offside.",30’,,Daniel Munoz,Colombia,,,,,During Lorenzo
4162527.0,,away,corner,"Corner, Colombia. Conceded by Amir Al Ammari.",27’,,Amir Al-Ammari,Iraq,,,,,During Lorenzo
4162527.0,,home,free kick lost,Foul by Juan Cuadrado (Colombia).,27’,,Juan Cuadrado,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick won,Merchas Doski (Iraq) wins a free kick in the defensive half.,27’,,Merchas Doski,Iraq,,,,,During Lorenzo
4162527.0,,home,free kick lost,Foul by Diego Valoyes (Colombia).,24’,,Diego Valoyes,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick won,Saad Natiq (Iraq) wins a free kick in the defensive half.,24’,,Saad Natiq Naji,Iraq,,,,,During Lorenzo
4162527.0,,away,SI,"Substitution, Iraq. Ahmed Yehia replaces Kevin Yakob because of an injury.",23’,,Ahmed Yahya,Iraq,Kevin Yakob,Iraq,player_substitution,Substitution,During Lorenzo
4162527.0,,home,free kick lost,Foul by Diego Valoyes (Colombia).,21’,,Diego Valoyes,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick won,Ali Faez (Iraq) wins a free kick in the defensive half.,21’,,Ali Faez Atiyah,Iraq,,,,,During Lorenzo
4162527.0,,away,end delay,Delay over. They are ready to continue.,19’,,,,,,,,During Lorenzo
4162527.0,,away,start delay,Delay in match because of an injury Kevin Yakob (Iraq).,18’,,,,,,,,During Lorenzo
4162527.0,,home,free kick lost,Foul by Jorge Carrascal (Colombia).,17’,,Jorge Carrascal,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick won,Kevin Yakob (Iraq) wins a free kick in the defensive half.,17’,,Kevin Yakob,Iraq,,,,,During Lorenzo
4162527.0,,home,attempt blocked,Attempt blocked. Daniel Muñoz (Colombia) left footed shot from outside the box is blocked. Assisted by Jorge Carrascal.,16’,,Daniel Munoz,Colombia,Jorge Carrascal,Colombia,,,During Lorenzo
4162527.0,,away,miss,Attempt missed. Kevin Yakob (Iraq) right footed shot from outside the box misses to the left. Assisted by Frans Putros.,15’,,Kevin Yakob,Iraq,Frans Dhia Putros,Iraq,,,During Lorenzo
4162527.0,,home,offside,"Offside, Colombia. Davinson Sánchez tries a through ball, but Rafael Borré is caught offside.",14’,,Davinson Sánchez,Colombia,,,,,During Lorenzo
4162527.0,,home,free kick won,Jorge Carrascal (Colombia) wins a free kick in the attacking half.,13’,,Jorge Carrascal,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick lost,Foul by Osama Rashid (Iraq).,13’,,Osama Rashid,Iraq,,,,,During Lorenzo
4162527.0,,home,free kick won,Jorge Carrascal (Colombia) wins a free kick in the defensive half.,12’,,Jorge Carrascal,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick lost,Dangerous play by Osama Rashid (Iraq).,12’,,Osama Rashid,Iraq,,,,,During Lorenzo
4162527.0,,home,free kick lost,Foul by Rafael Borré (Colombia).,10’,,Rafael Santos Borre,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick won,Osama Rashid (Iraq) wins a free kick in the attacking half.,10’,,Osama Rashid,Iraq,,,,,During Lorenzo
4162527.0,,home,free kick won,Juan Cuadrado (Colombia) wins a free kick on the right wing.,7’,,Juan Cuadrado,Colombia,,,,,During Lorenzo
4162527.0,,away,free kick lost,Foul by Merchas Doski (Iraq).,7’,,Merchas Doski,Iraq,,,,,During Lorenzo
4162527.0,,away,free kick lost,Foul by Merchas Doski (Iraq).,5’,,Merchas Doski,Iraq,,,,,During Lorenzo
4162527.0,,home,free kick won,Diego Valoyes (Colombia) wins a free kick in the defensive half.,5’,,Diego Valoyes,Colombia,,,,,During Lorenzo
4162527.0,,away,start,First Half begins.,1’,,,,,,,,During Lorenzo
4162527.0,,away,lineup,Lineups are announced and players are warming up.,,,,,,,,,During Lorenzo
4162528.0,,away,lineup,Lineups are announced and players are warming up.,,,,,,,,,During Lorenzo
4196504.0,,away,end 14,"Match ends, Colombia 1, Venezuela 0.",,,,,,,,,During Lorenzo
4196504.0,,away,end 2,"Second Half ends, Colombia 1, Venezuela 0.",90’,+5,,,,,,,During Lorenzo
4196504.0,,away,miss,"Attempt missed. Rómulo Otero (Venezuela) right footed shot from outside the box is close, but misses to the left from a direct free kick.",90’,+5,Romulo Otero,Venezuela,,,,,During Lorenzo
4196504.0,,home,free kick lost,Foul by Daniel Muñoz (Colombia).,90’,+4,Daniel Munoz,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick won,Rómulo Otero (Venezuela) wins a free kick in the attacking half.,90’,+4,Romulo Otero,Venezuela,,,,,During Lorenzo
4196504.0,,home,miss,Attempt missed. Jorge Carrascal (Colombia) left footed shot from outside the box is high and wide to the left. Assisted by James Rodríguez.,90’,+3,Jorge Carrascal,Colombia,James Rodriguez,Colombia,,,During Lorenzo
4196504.0,,home,free kick won,Wílmar Barrios (Colombia) wins a free kick in the defensive half.,90’,+2,Wilmar Barrios,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick lost,Foul by Roberto Rosales (Venezuela).,90’,+2,Roberto Rosales,Venezuela,,,,,During Lorenzo
4196504.0,,home,attempt saved,Attempt saved. Jhon Durán (Colombia) left footed shot from the right side of the box is saved in the centre of the goal. Assisted by James Rodríguez.,90’,+1,Jhon Duran,Colombia,James Rodriguez,Colombia,,,During Lorenzo
4196504.0,,home,miss,Attempt missed. Jhon Durán (Colombia) header from very close range is too high. Assisted by Daniel Muñoz with a cross.,90’,+1,Jhon Duran,Colombia,Daniel Munoz,Colombia,,,During Lorenzo
4196504.0,,home,free kick won,James Rodríguez (Colombia) wins a free kick in the attacking half.,90’,,James Rodriguez,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick lost,Foul by Tomás Rincón (Venezuela).,90’,,Tomas Rincon,Venezuela,,,,,During Lorenzo
4196504.0,,home,SI,"Substitution, Colombia. Luis Sinisterra replaces Luis Díaz.",88’,,Luis Sinisterra,Colombia,Luis Diaz,Colombia,player_substitution,Substitution,During Lorenzo
4196504.0,,home,free kick lost,Foul by Jhon Durán (Colombia).,87’,,Jhon Duran,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick won,Wilker Ángel (Venezuela) wins a free kick in the defensive half.,87’,,Wilker Angel,Venezuela,,,,,During Lorenzo
4196504.0,,home,free kick won,Jefferson Lerma (Colombia) wins a free kick in the defensive half.,86’,,Jefferson Lerma,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick lost,Foul by Alejandro Marqués (Venezuela).,86’,,Alejandro Marques,Venezuela,,,,,During Lorenzo
4196504.0,,home,miss,Attempt missed. Luis Díaz (Colombia) right footed shot from the left side of the box misses to the right. Assisted by James Rodríguez.,86’,,Luis Diaz,Colombia,James Rodriguez,Colombia,,,During Lorenzo
4196504.0,,home,SI,"Substitution, Colombia. Wílmar Barrios replaces Mateus Uribe.",85’,,Wilmar Barrios,Colombia,Mateus Uribe,Colombia,player_substitution,Substitution,During Lorenzo
4196504.0,,home,corner,"Corner, Venezuela. Conceded by Jefferson Lerma.",84’,,Jefferson Lerma,Colombia,,,,,During Lorenzo
4196504.0,,home,corner,"Corner, Venezuela. Conceded by Jorge Carrascal.",83’,,Jorge Carrascal,Colombia,,,,,During Lorenzo
4196504.0,,away,SI,"Substitution, Venezuela. Rómulo Otero replaces Darwin Machís.",82’,,Romulo Otero,Venezuela,Darwin Machis,Venezuela,player_substitution,Substitution,During Lorenzo
4196504.0,,home,miss,Attempt missed. Jefferson Lerma (Colombia) header from the centre of the box misses to the right. Assisted by James Rodríguez with a cross following a corner.,81’,,Jefferson Lerma,Colombia,James Rodriguez,Colombia,,,During Lorenzo
4196504.0,,away,corner,"Corner, Colombia. Conceded by Yordan Osorio.",80’,,Yordan Osorio,Venezuela,,,,,During Lorenzo
4196504.0,,home,miss,Attempt missed. Luis Díaz (Colombia) header from the centre of the box misses to the left. Assisted by Daniel Muñoz with a cross.,79’,,Luis Diaz,Colombia,Daniel Munoz,Colombia,,,During Lorenzo
4196504.0,,home,free kick won,Jhon Durán (Colombia) wins a free kick on the right wing.,79’,,Jhon Duran,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick lost,Foul by Roberto Rosales (Venezuela).,79’,,Roberto Rosales,Venezuela,,,,,During Lorenzo
4196504.0,,away,SI,"Substitution, Venezuela. Roberto Rosales replaces Luis Mago.",78’,,Roberto Rosales,Venezuela,Luis Del Pino,Venezuela,player_substitution,Substitution,During Lorenzo
4196504.0,,away,SI,"Substitution, Venezuela. Alejandro Marqués replaces Salomón Rondón.",78’,,Alejandro Marques,Venezuela,José Salomon Rondon,Venezuela,player_substitution,Substitution,During Lorenzo
4196504.0,,home,free kick won,Jefferson Lerma (Colombia) wins a free kick in the defensive half.,77’,,Jefferson Lerma,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick lost,Foul by Salomón Rondón (Venezuela).,77’,,José Salomon Rondon,Venezuela,,,,,During Lorenzo
4196504.0,,home,SI,"Substitution, Colombia. Jhon Durán replaces Rafael Borré.",75’,,Jhon Duran,Colombia,Rafael Santos Borre,Colombia,player_substitution,Substitution,During Lorenzo
4196504.0,,home,SI,"Substitution, Colombia. James Rodríguez replaces Jhon Arias.",75’,,James Rodriguez,Colombia,Jhon Arias,Colombia,player_substitution,Substitution,During Lorenzo
4196504.0,,home,offside,"Offside, Colombia. Jorge Carrascal tries a through ball, but Jhon Arias is caught offside.",74’,,Jorge Carrascal,Colombia,,,,,During Lorenzo
4196504.0,,away,attempt saved,Attempt saved. Josef Martínez (Venezuela) right footed shot from outside the box is saved in the top centre of the goal. Assisted by Salomón Rondón.,74’,,Josef Martinez,Venezuela,José Salomon Rondon,Venezuela,,,During Lorenzo
4196504.0,,home,free kick lost,Foul by Luis Díaz (Colombia).,71’,,Luis Diaz,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick won,Alexander González (Venezuela) wins a free kick in the defensive half.,71’,,Alexander Gonzalez,Venezuela,,,,,During Lorenzo
4196504.0,,home,free kick won,Yerry Mina (Colombia) wins a free kick in the defensive half.,71’,,Yerry Mina,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick lost,Foul by Salomón Rondón (Venezuela).,71’,,José Salomon Rondon,Venezuela,,,,,During Lorenzo
4196504.0,,home,free kick lost,Foul by Jorge Carrascal (Colombia).,71’,,Jorge Carrascal,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick won,Josef Martínez (Venezuela) wins a free kick in the defensive half.,71’,,Josef Martinez,Venezuela,,,,,During Lorenzo
4196504.0,,home,offside,"Offside, Colombia. Deiver Machado tries a through ball, but Luis Díaz is caught offside.",67’,,Deiver Machado,Colombia,,,,,During Lorenzo
4196504.0,,home,free kick lost,Foul by Mateus Uribe (Colombia).,66’,,Mateus Uribe,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick won,Yeferson Soteldo (Venezuela) wins a free kick on the left wing.,66’,,Yeferson Soteldo,Venezuela,,,,,During Lorenzo
4196504.0,,home,miss,Attempt missed. Jorge Carrascal (Colombia) right footed shot from the centre of the box misses to the left. Assisted by Jhon Arias with a cross.,64’,,Jorge Carrascal,Colombia,Jhon Arias,Colombia,,,During Lorenzo
4196504.0,,home,free kick won,Jefferson Lerma (Colombia) wins a free kick in the defensive half.,63’,,Jefferson Lerma,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick lost,Foul by José Martínez (Venezuela).,63’,,Jose Andres Martinez,Venezuela,,,,,During Lorenzo
4196504.0,,away,free kick lost,Hand ball by Darwin Machís (Venezuela).,62’,,Darwin Machis,Venezuela,,,,,During Lorenzo
4196504.0,,home,corner,"Corner, Venezuela. Conceded by Daniel Muñoz.",61’,,Daniel Munoz,Colombia,,,,,During Lorenzo
4196504.0,,home,free kick won,Jorge Carrascal (Colombia) wins a free kick in the defensive half.,59’,,Jorge Carrascal,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick lost,Foul by Tomás Rincón (Venezuela).,59’,,Tomas Rincon,Venezuela,,,,,During Lorenzo
4196504.0,,away,SI,"Substitution, Venezuela. Josef Martínez replaces Yangel Herrera.",59’,,Josef Martinez,Venezuela,Yangel Herrera,Venezuela,player_substitution,Substitution,During Lorenzo
4196504.0,,away,SI,"Substitution, Venezuela. Yeferson Soteldo replaces Jefferson Savarino.",59’,,Yeferson Soteldo,Venezuela,Jefferson Savarino,Venezuela,player_substitution,Substitution,During Lorenzo
4196504.0,,home,free kick won,Deiver Machado (Colombia) wins a free kick in the defensive half.,58’,,Deiver Machado,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick lost,Foul by José Martínez (Venezuela).,58’,,Jose Andres Martinez,Venezuela,,,,,During Lorenzo
4196504.0,,home,attempt saved,Attempt saved. Luis Díaz (Colombia) left footed shot from a difficult angle on the left is saved in the bottom right corner. Assisted by Jorge Carrascal.,55’,,Luis Diaz,Colombia,Jorge Carrascal,Colombia,,,During Lorenzo
4196504.0,,home,free kick won,Jhon Arias (Colombia) wins a free kick in the defensive half.,54’,,Jhon Arias,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick lost,Foul by Yangel Herrera (Venezuela).,54’,,Yangel Herrera,Venezuela,,,,,During Lorenzo
4196504.0,,away,offside,"Offside, Venezuela. Jefferson Savarino tries a through ball, but Salomón Rondón is caught offside.",53’,,Jefferson Savarino,Venezuela,,,,,During Lorenzo
4196504.0,,home,attempt blocked,Attempt blocked. Mateus Uribe (Colombia) right footed shot from the right side of the box is blocked. Assisted by Jorge Carrascal with a cross.,52’,,Mateus Uribe,Colombia,Jorge Carrascal,Colombia,,,During Lorenzo
4196504.0,,away,corner,"Corner, Colombia. Conceded by Tomás Rincón.",51’,,Tomas Rincon,Venezuela,,,,,During Lorenzo
4196504.0,,home,free kick lost,Foul by Jhon Arias (Colombia).,49’,,Jhon Arias,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick won,Darwin Machís (Venezuela) wins a free kick on the left wing.,49’,,Darwin Machis,Venezuela,,,,,During Lorenzo
4196504.0,10491496,home,G,"Goal! Colombia 1, Venezuela 0. Rafael Borré (Colombia) header from the centre of the box to the centre of the goal. Assisted by Jhon Arias with a cross.",46’,,Rafael Santos Borre,Colombia,Jhon Arias,Colombia,goal,Goal!,During Lorenzo
4196504.0,,home,SI,"Substitution, Colombia. Jorge Carrascal replaces Juan Cuadrado.",46’,,Jorge Carrascal,Colombia,Juan Cuadrado,Colombia,player_substitution,Substitution,During Lorenzo
4196504.0,,away,start,"Second Half begins Colombia 0, Venezuela 0.",46’,,,,,,,,During Lorenzo
4196504.0,,away,end 1,"First Half ends, Colombia 0, Venezuela 0.",45’,+4,,,,,,,During Lorenzo
4196504.0,,home,attempt blocked,Attempt blocked. Jefferson Lerma (Colombia) right footed shot from outside the box is blocked. Assisted by Rafael Borré.,45’,+3,Jefferson Lerma,Colombia,Rafael Santos Borre,Colombia,,,During Lorenzo
4196504.0,,home,attempt saved,Attempt saved. Mateus Uribe (Colombia) right footed shot from outside the box is saved in the bottom right corner. Assisted by Luis Díaz.,45’,+3,Mateus Uribe,Colombia,Luis Diaz,Colombia,,,During Lorenzo
4196504.0,,home,free kick won,Jhon Arias (Colombia) wins a free kick in the defensive half.,45’,+1,Jhon Arias,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick lost,Foul by José Martínez (Venezuela).,45’,+1,Jose Andres Martinez,Venezuela,,,,,During Lorenzo
4196504.0,,home,free kick lost,Hand ball by Rafael Borré (Colombia).,45’,,Rafael Santos Borre,Colombia,,,,,During Lorenzo
4196504.0,,home,free kick won,Yerry Mina (Colombia) wins a free kick in the defensive half.,43’,,Yerry Mina,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick lost,Foul by Darwin Machís (Venezuela).,43’,,Darwin Machis,Venezuela,,,,,During Lorenzo
4196504.0,,home,free kick lost,Foul by Juan Cuadrado (Colombia).,39’,,Juan Cuadrado,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick won,Yangel Herrera (Venezuela) wins a free kick in the defensive half.,39’,,Yangel Herrera,Venezuela,,,,,During Lorenzo
4196504.0,,away,YC,Alexander González (Venezuela) is shown the yellow card for a bad foul.,33’,,Alexander Gonzalez,Venezuela,Alexander Gonzalez,Venezuela,yellow_card,Yellow card,During Lorenzo
4196504.0,,home,free kick won,Luis Díaz (Colombia) wins a free kick on the left wing.,33’,,Luis Diaz,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick lost,Foul by Alexander González (Venezuela).,33’,,Alexander Gonzalez,Venezuela,Alexander Gonzalez,Venezuela,,,During Lorenzo
4196504.0,,home,free kick lost,Foul by Daniel Muñoz (Colombia).,31’,,Daniel Munoz,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick won,Luis Mago (Venezuela) wins a free kick in the defensive half.,31’,,Luis Del Pino,Venezuela,,,,,During Lorenzo
4196504.0,,home,free kick won,Juan Cuadrado (Colombia) wins a free kick in the attacking half.,30’,,Juan Cuadrado,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick lost,Foul by Yangel Herrera (Venezuela).,30’,,Yangel Herrera,Venezuela,,,,,During Lorenzo
4196504.0,,home,free kick won,Deiver Machado (Colombia) wins a free kick in the defensive half.,29’,,Deiver Machado,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick lost,Foul by José Martínez (Venezuela).,29’,,Jose Andres Martinez,Venezuela,,,,,During Lorenzo
4196504.0,,away,end delay,Delay over. They are ready to continue.,28’,,,,,,,,During Lorenzo
4196504.0,,away,start delay,Delay in match because of an injury Camilo Vargas (Colombia).,27’,,,,,,,,During Lorenzo
4196504.0,,away,attempt saved,Attempt saved. Darwin Machís (Venezuela) right footed shot from a difficult angle and long range on the left is saved in the top centre of the goal.,27’,,Darwin Machis,Venezuela,,,,,During Lorenzo
4196504.0,,home,free kick lost,Foul by Rafael Borré (Colombia).,27’,,Rafael Santos Borre,Colombia,,,,,During Lorenzo
4196504.0,,away,free kick won,Jefferson Savarino (Venezuela) wins a free kick on the left wing.,27’,,Jefferson Savarino,Venezuela,,,,,During Lorenzo
4196504.0,,home,corner,"Corner, Venezuela. Conceded by Yerry Mina.",26’,,Yerry Mina,Colombia,,,,,During Lorenzo
